userId,age,ageGroup,gender,occupation,city,state,movieTitle,genres,cast,director,rating,likeDislike,timestamp
314,20,18-24,F,student,Voorhees,New jersey,Something to Talk About (1995),Comedy|Drama|Romance,Julia Roberts|Robert Duvall|Dennis Quaid|Gena Rowlands,Lasse Hallström,3,dislike,1997-10-26 17:57:25
363,20,18-24,M,student,Pojoaque valley,New mexico,Broken Arrow (1996),Action|Thriller,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo,John Woo,3,dislike,1998-04-02 06:10:40
648,43,35-44,M,engineer,Canyon country,California,GoldenEye (1995),Action|Adventure|Thriller,Pierce Brosnan|Famke Janssen|Sean Bean|Izabella Scorupco,Martin Campbell,4,like,1998-01-15 16:45:42
72,48,45-54,F,administrator,Edmond,Oklahoma,Legends of the Fall (1994),Drama|Romance|War|Western,Brad Pitt|Aidan Quinn|Julia Ormond|Anthony Hopkins,Edward Zwick,4,like,1997-11-20 14:42:26
200,40,35-44,M,programmer,Los osos,California,Rob Roy (1995),Drama|Romance|War,Liam Neeson|Jessica Lange|John Hurt|Tim Roth,Michael Caton-Jones,4,like,1998-01-06 23:32:47
924,29,25-34,M,other,Jericho,New york,GoldenEye (1995),Action|Adventure|Thriller,Pierce Brosnan|Famke Janssen|Sean Bean|Izabella Scorupco,Martin Campbell,3,dislike,1998-02-06 10:13:17
412,25,25-34,M,educator,Downtown,Pennsylvania,Murder in the First (1995),Drama|Thriller,Christian Slater|Gary Oldman|Kevin Bacon|Embeth Davidtz,Marc Rocco,4,like,1997-11-16 21:54:13
42,30,25-34,M,administrator,Selinsgrove,Pennsylvania,Toy Story (1995),Animation|Children|Comedy,Jim Varney|Tim Allen|Tom Hanks|Don Rickles,John Lasseter,5,like,1997-12-02 23:33:53
405,22,18-24,F,healthcare,New york,New york,Clueless (1995),Comedy,Alicia Silverstone|Paul Rudd|Brittany Murphy|Stacey Dash,Amy Heckerling,1,dislike,1998-01-23 09:20:22
389,44,35-44,F,writer,Boise,Idaho,"Birdcage, The (1996)",Comedy,Nathan Lane|Dianne Wiest|Robin Williams|Gene Hackman,Mike Nichols,3,dislike,1997-11-19 05:09:30
436,30,25-34,F,administrator,Manchester,Pennsylvania,Mallrats (1995),Comedy,Shannen Doherty|Jason Lee|Jeremy London|Claire Forlani,Kevin Smith,3,dislike,1998-02-18 02:48:12
500,28,25-34,M,administrator,Stanford,California,Pulp Fiction (1994),Crime|Drama,Tim Roth|John Travolta|Laura Lovelace|Samuel L. Jackson,Quentin Tarantino,5,like,1998-01-04 00:32:56
918,40,35-44,M,scientist,New orleans,Louisiana,"Birdcage, The (1996)",Comedy,Nathan Lane|Dianne Wiest|Robin Williams|Gene Hackman,Mike Nichols,4,like,1998-04-07 22:28:43
405,22,18-24,F,healthcare,New york,New york,Three Wishes (1995),Drama,Patrick Swayze|Seth Mumy|Mary Elizabeth Mastrantonio|Joseph Mazzello,Martha Coolidge,1,dislike,1998-01-23 09:51:34
99,20,18-24,M,student,South county,Missouri,Braveheart (1995),Action|Drama|War,James Robinson|Sandy Nelson|Sean Lawlor|James Cosmo,Mel Gibson,5,like,1998-01-24 22:06:36
709,21,18-24,M,other,Unknown,Unknown,Sudden Death (1995),Action,Jean-Claude Van Damme|Powers Boothe|Raymond J. Barry|Whittni Wright,Peter Hyams,3,dislike,1997-11-18 10:24:55
407,29,25-34,M,engineer,Northwood,New hampshire,Nell (1994),Drama,Jodie Foster|Richard Libertini|Liam Neeson|Natasha Richardson,Michael Apted,4,like,1997-10-08 22:11:00
58,27,25-34,M,programmer,Iowa city,Iowa,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,Jean-Hugues Anglade|Isabelle Adjani|Vincent Perez|Daniel Auteuil,Patrice Chéreau,5,like,1998-01-09 00:16:44
854,29,25-34,F,student,Minneapolis,Minnesota,"Birdcage, The (1996)",Comedy,Nathan Lane|Dianne Wiest|Robin Williams|Gene Hackman,Mike Nichols,3,dislike,1997-12-22 17:53:39
882,35,35-44,M,engineer,Lexington,Kentucky,Get Shorty (1995),Action|Comedy|Drama,Danny DeVito|Gene Hackman|Rene Russo|John Travolta,Barry Sonnenfeld,4,like,1997-11-18 15:48:38
644,51,45-54,M,retired,Millcreek,Missouri,Broken Arrow (1996),Action|Thriller,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo,John Woo,4,like,1998-03-05 05:47:55
429,27,25-34,M,student,Columbia,South carolina,Crimson Tide (1995),Drama|Thriller|War,Denzel Washington|Gene Hackman|Matt Craven|George Dzundza,Tony Scott,3,dislike,1997-12-17 19:29:26
591,57,55-64,F,librarian,Unknown,Unknown,Get Shorty (1995),Action|Comedy|Drama,Danny DeVito|Gene Hackman|Rene Russo|John Travolta,Barry Sonnenfeld,4,like,1998-03-27 23:12:46
573,68,65+,M,retired,Lansing,Michigan,Othello (1995),Drama,Irène Jacob|Laurence Fishburne|Kenneth Branagh|Nathaniel Parker,Oliver Parker,4,like,1998-01-26 19:43:37
486,39,35-44,M,educator,Santa barbara,California,Nixon (1995),Drama,Ed Harris|Anthony Hopkins|Powers Boothe|Joan Allen,Oliver Stone,3,dislike,1997-11-18 17:44:29
299,29,25-34,M,doctor,Saint louis,Missouri,Mighty Aphrodite (1995),Comedy,Woody Allen|Mira Sorvino|Rene Ceballos|George De La Pena,Woody Allen,4,like,1997-10-26 14:59:25
416,20,18-24,F,student,Costa mesa,California,Boomerang (1992),Comedy|Romance,Eddie Murphy|Halle Berry|Robin Givens|David Alan Grier,Reginald Hudlin,4,like,1998-02-01 07:52:02
527,33,25-34,M,librarian,Troy,New york,"Usual Suspects, The (1995)",Crime|Thriller,Gabriel Byrne|Stephen Baldwin|Benicio Del Toro|Kevin Pollak,Bryan Singer,4,like,1997-11-13 21:30:37
916,27,25-34,M,engineer,Unknown,Unknown,"Shawshank Redemption, The (1994)",Drama,Tim Robbins|William Sadler|Bob Gunton|Morgan Freeman,Frank Darabont,5,like,1997-11-29 22:53:16
870,22,18-24,M,student,Columbia,Missouri,Clueless (1995),Comedy,Alicia Silverstone|Paul Rudd|Brittany Murphy|Stacey Dash,Amy Heckerling,4,like,1997-10-01 04:22:48
330,35,35-44,F,educator,Cypress gardens,Florida,Muppet Treasure Island (1996),Action|Adventure|Comedy|Musical|Thriller,Tim Curry|Billy Connolly|Jennifer Saunders|Kevin Bishop,Brian Henson,5,like,1997-10-11 04:42:33
177,20,18-24,M,programmer,Philadelphia,Pennsylvania,Taxi Driver (1976),Drama|Thriller,Diahnne Abbott|Gino Ardito|Frank Adu|Victor Argo,Martin Scorsese,5,like,1997-11-21 16:45:58
535,45,45-54,F,educator,Boulder,Colorado,Before Sunrise (1995),Drama|Romance,Andrea Eckert|Julie Delpy|Ethan Hawke|Hanno Pöschl,Richard Linklater,3,dislike,1997-11-15 18:25:38
